TransactionID,Date,AccountID,Amount,Category,Merchant,PaymentMethod,Location,Currency,Notes,IsFraud,CreatedAt
2648,2020-01-02 20:07:00,1754,4583.485836309423,Rent,Store C,Debit Card,City A,USD,,0,2020-01-02 20:07:00
2649,2020-01-02 20:08:00,1370,-649.8807256252485,Groceries,Store B,Debit Card,City D,GBP,Gift,0,2020-01-02 20:08:00
2650,2020-01-02 20:09:00,1185,1232.5750967313134,Rent,Store C,Credit Card,City D,USD,Payment for service,0,2020-01-02 20:09:00
2651,2020-01-02 20:10:00,1245,1663.0532312829228,,Store A,Credit Card,City C,USD,,1,2020-01-02 20:10:00
2652,2020-01-02 20:11:00,1636,465.1370870120354,Salary,Store D,Credit Card,City B,EUR,,0,2020-01-02 20:11:00
2653,2020-01-02 20:12:00,1267,-2947.424702637299,,Store A,Debit Card,City A,USD,Gift,0,2020-01-02 20:12:00
2654,2020-01-02 20:13:00,1642,2551.430501161415,Salary,Store A,Debit Card,City A,EUR,Refund,0,2020-01-02 20:13:00
2655,2020-01-02 20:14:00,1236,3037.519743040816,Rent,Store A,Cash,City A,USD,,0,2020-01-02 20:14:00
2656,2020-01-02 20:15:00,1529,529.7558601743976,Entertainment,,Credit Card,City A,EUR,,0,2020-01-02 20:15:00
2657,2020-01-02 20:16:00,1551,-114.38839415158418,Entertainment,Store B,Credit Card,City A,GBP,Refund,0,2020-01-02 20:16:00
2658,2020-01-02 20:17:00,1020,-3860.618168720147,Rent,Store C,Cash,City B,EUR,Refund,0,2020-01-02 20:17:00
2659,2020-01-02 20:18:00,1910,-4160.483385002161,Groceries,Store A,Credit Card,City D,USD,Gift,0,2020-01-02 20:18:00
2660,2020-01-02 20:19:00,1736,-1604.351544364713,Entertainment,Store B,Credit Card,City B,EUR,,1,2020-01-02 20:19:00
2661,2020-01-02 20:20:00,1866,-1891.5384448260675,Utilities,Store B,Debit Card,City D,EUR,,0,2020-01-02 20:20:00
2662,2020-01-02 20:21:00,1793,4536.564509632712,Groceries,Store A,Cash,City B,GBP,Payment for service,0,2020-01-02 20:21:00
2663,2020-01-02 20:22:00,1519,2836.227424434298,Rent,Store A,Cash,City D,EUR,Refund,0,2020-01-02 20:22:00
2664,2020-01-02 20:23:00,1099,1599.242952590599,Groceries,Store C,Credit Card,City B,GBP,Refund,0,2020-01-02 20:23:00
2665,2020-01-02 20:24:00,1751,176.4808901760507,Utilities,Store B,Cash,City C,EUR,,0,2020-01-02 20:24:00
2666,2020-01-02 20:25:00,1477,-3326.3246927334867,Entertainment,Store D,Credit Card,City A,EUR,Refund,0,2020-01-02 20:25:00
2667,2020-01-02 20:26:00,1598,4784.566721842839,Entertainment,Store B,Credit Card,City A,USD,Refund,0,2020-01-02 20:26:00
2668,2020-01-02 20:27:00,1297,-1249.5930175978997,Entertainment,,Debit Card,City B,USD,,0,2020-01-02 20:27:00
2669,2020-01-02 20:28:00,1939,-3930.743975527552,Utilities,Store A,Debit Card,City B,GBP,Gift,0,2020-01-02 20:28:00
2670,2020-01-02 20:29:00,1525,-62.0110428425387,,Store B,Credit Card,City A,GBP,Gift,0,2020-01-02 20:29:00
2671,2020-01-02 20:30:00,1333,3739.9801161308314,Rent,,Cash,City C,USD,Refund,0,2020-01-02 20:30:00
2672,2020-01-02 20:31:00,1001,3872.9100177732944,Rent,Store C,Cash,City D,GBP,Payment for service,0,2020-01-02 20:31:00
2673,2020-01-02 20:32:00,1374,-4890.340839435527,Groceries,Store B,Debit Card,City D,USD,Refund,0,2020-01-02 20:32:00
2674,2020-01-02 20:33:00,1292,3862.957447513998,Entertainment,Store C,Credit Card,City C,EUR,Payment for service,0,2020-01-02 20:33:00
2675,2020-01-02 20:34:00,1836,,Rent,Store B,Credit Card,City A,GBP,Payment for service,0,2020-01-02 20:34:00
2676,2020-01-02 20:35:00,1933,-4610.276360315769,Entertainment,Store A,Debit Card,City B,EUR,Payment for service,0,2020-01-02 20:35:00
2677,2020-01-02 20:36:00,1552,3477.9027036287443,Salary,Store D,Credit Card,City D,USD,Payment for service,0,2020-01-02 20:36:00
2678,2020-01-02 20:37:00,1317,3638.667559882082,Salary,,Debit Card,City D,GBP,,0,2020-01-02 20:37:00
2679,2020-01-02 20:38:00,1501,,Rent,Store B,Credit Card,City D,GBP,Refund,1,2020-01-02 20:38:00
2680,2020-01-02 20:39:00,1827,744.3375729635836,Groceries,,Cash,City A,GBP,,0,2020-01-02 20:39:00
2681,2020-01-02 20:40:00,1380,3131.2027262141937,Groceries,Store B,Debit Card,City B,GBP,Payment for service,0,2020-01-02 20:40:00
2682,2020-01-02 20:41:00,1622,2863.095527102798,Groceries,Store B,Credit Card,City A,EUR,,0,2020-01-02 20:41:00
2683,2020-01-02 20:42:00,1013,3901.05473442704,Entertainment,Store D,Credit Card,City A,GBP,Gift,0,2020-01-02 20:42:00
2684,2020-01-02 20:43:00,1503,527.4744759670348,Salary,,Debit Card,City D,GBP,Refund,0,2020-01-02 20:43:00
2685,2020-01-02 20:44:00,1230,4676.470927328088,Entertainment,Store C,Credit Card,City B,GBP,Refund,0,2020-01-02 20:44:00
2686,2020-01-02 20:45:00,1984,4961.468309333384,Utilities,Store D,Credit Card,City A,GBP,,0,2020-01-02 20:45:00
2687,2020-01-02 20:46:00,1083,-3834.553900013674,Utilities,Store A,Credit Card,City A,USD,Payment for service,0,2020-01-02 20:46:00
2688,2020-01-02 20:47:00,1129,3495.4375955412215,Rent,Store D,Debit Card,City C,EUR,Payment for service,0,2020-01-02 20:47:00
2689,2020-01-02 20:48:00,1742,-1.7774225141101851,Utilities,Store D,Cash,City C,USD,,0,2020-01-02 20:48:00
2690,2020-01-02 20:49:00,1837,-1124.3366170016789,Groceries,Store C,Credit Card,City B,EUR,Refund,0,2020-01-02 20:49:00
2691,2020-01-02 20:50:00,1144,1130.7230988271504,,Store A,Debit Card,City D,GBP,,0,2020-01-02 20:50:00
2692,2020-01-02 20:51:00,1890,-4440.34442737993,Salary,Store A,Debit Card,City A,GBP,Gift,0,2020-01-02 20:51:00
2693,2020-01-02 20:52:00,1856,64.61118767079915,Salary,Store D,Credit Card,City C,USD,Refund,0,2020-01-02 20:52:00
2694,2020-01-02 20:53:00,1027,3708.905700266667,Utilities,Store D,Debit Card,City B,EUR,Payment for service,0,2020-01-02 20:53:00
2695,2020-01-02 20:54:00,1065,-2865.384838610312,Utilities,Store C,Credit Card,City D,GBP,,0,2020-01-02 20:54:00
2696,2020-01-02 20:55:00,1162,-736.1010523057485,Salary,Store A,Debit Card,City C,EUR,,0,2020-01-02 20:55:00
2697,2020-01-02 20:56:00,1228,4394.808877148755,Utilities,Store A,Cash,City D,EUR,Refund,0,2020-01-02 20:56:00
2698,2020-01-02 20:57:00,1260,-714.3616219430269,Utilities,,Cash,City D,EUR,Refund,0,2020-01-02 20:57:00
2699,2020-01-02 20:58:00,1448,-1416.323676676017,,Store C,Cash,City C,EUR,Payment for service,0,2020-01-02 20:58:00
2700,2020-01-02 20:59:00,1423,-594.633518766218,Salary,Store C,Cash,City A,USD,,0,2020-01-02 20:59:00
2701,2020-01-02 21:00:00,1459,194.52766517556302,Salary,Store D,Cash,City C,GBP,,0,2020-01-02 21:00:00
2702,2020-01-02 21:01:00,1951,1319.9134413146885,Utilities,Store A,Cash,City C,GBP,,0,2020-01-02 21:01:00
2703,2020-01-02 21:02:00,1675,3006.928009167311,,Store D,Cash,City A,GBP,,0,2020-01-02 21:02:00
2704,2020-01-02 21:03:00,1300,-478.97794235685706,Entertainment,Store C,Credit Card,City B,EUR,,0,2020-01-02 21:03:00
2705,2020-01-02 21:04:00,1918,3174.8093509014034,Groceries,Store A,Credit Card,City A,EUR,,0,2020-01-02 21:04:00
2706,2020-01-02 21:05:00,1302,337.20661352080606,Utilities,,Credit Card,City A,EUR,,0,2020-01-02 21:05:00
2707,2020-01-02 21:06:00,1286,-1615.1948963202235,Salary,Store C,Debit Card,City D,EUR,Payment for service,0,2020-01-02 21:06:00
2708,2020-01-02 21:07:00,1394,1579.508281194142,,Store A,Debit Card,City B,USD,Refund,0,2020-01-02 21:07:00
2709,2020-01-02 21:08:00,1009,2177.2225474349134,Rent,Store B,Cash,City D,EUR,,0,2020-01-02 21:08:00
2710,2020-01-02 21:09:00,1706,580.4897562948754,Groceries,Store C,Cash,City D,EUR,,0,2020-01-02 21:09:00
2711,2020-01-02 21:10:00,1629,,,Store C,Debit Card,City C,EUR,Refund,0,2020-01-02 21:10:00
2712,2020-01-02 21:11:00,1269,-3301.171248391751,Utilities,Store A,Cash,City A,EUR,Gift,0,2020-01-02 21:11:00
2713,2020-01-02 21:12:00,1591,-2147.022791097718,Groceries,Store C,Debit Card,City A,USD,,0,2020-01-02 21:12:00
2714,2020-01-02 21:13:00,1969,-2173.743940485069,Utilities,Store D,Cash,City D,EUR,,0,2020-01-02 21:13:00
2715,2020-01-02 21:14:00,1604,1734.2080024687057,Entertainment,Store C,Cash,City A,GBP,,0,2020-01-02 21:14:00
2716,2020-01-02 21:15:00,1777,-4816.513383263674,Rent,,Cash,City B,EUR,,0,2020-01-02 21:15:00
2717,2020-01-02 21:16:00,1843,,Salary,Store B,Debit Card,City A,USD,,1,2020-01-02 21:16:00
2718,2020-01-02 21:17:00,1861,-2346.5752519306684,Salary,,Cash,City D,EUR,Refund,0,2020-01-02 21:17:00
2719,2020-01-02 21:18:00,1360,-1899.781537838976,Utilities,Store D,Debit Card,City A,GBP,,0,2020-01-02 21:18:00
2720,2020-01-02 21:19:00,1256,279.098279439243,Rent,Store C,Cash,City D,EUR,Payment for service,0,2020-01-02 21:19:00
2721,2020-01-02 21:20:00,1132,-2840.743990610425,Salary,Store D,Credit Card,City B,USD,,0,2020-01-02 21:20:00
2722,2020-01-02 21:21:00,1275,,Groceries,Store A,Credit Card,City C,EUR,,0,2020-01-02 21:21:00
2723,2020-01-02 21:22:00,1775,-4146.3122067343475,Salary,Store D,Debit Card,City D,USD,Refund,1,2020-01-02 21:22:00
2724,2020-01-02 21:23:00,1682,-556.1763769893514,,Store B,Credit Card,City D,EUR,,0,2020-01-02 21:23:00
2725,2020-01-02 21:24:00,1971,3494.2226945489,Salary,Store B,Credit Card,City A,EUR,Gift,0,2020-01-02 21:24:00
2726,2020-01-02 21:25:00,1512,1158.4389442123575,Groceries,Store D,Cash,City C,EUR,Refund,0,2020-01-02 21:25:00
2727,2020-01-02 21:26:00,1312,-2076.7048415736654,Entertainment,Store B,Cash,City B,USD,Refund,0,2020-01-02 21:26:00
2728,2020-01-02 21:27:00,1575,-792.3979222353928,Utilities,Store A,Cash,City C,GBP,Gift,0,2020-01-02 21:27:00
2729,2020-01-02 21:28:00,1885,2066.943803425146,Entertainment,Store C,Debit Card,City D,EUR,,0,2020-01-02 21:28:00
2730,2020-01-02 21:29:00,1979,4732.607433638994,Groceries,,Cash,City B,USD,Payment for service,0,2020-01-02 21:29:00
2731,2020-01-02 21:30:00,1283,3931.387183794335,Utilities,Store D,Cash,City B,EUR,,0,2020-01-02 21:30:00
2732,2020-01-02 21:31:00,1120,-1575.6719161762321,Rent,Store B,Debit Card,City C,EUR,Refund,1,2020-01-02 21:31:00
2733,2020-01-02 21:32:00,1106,4981.978792878575,Groceries,Store C,Cash,City D,USD,Payment for service,0,2020-01-02 21:32:00
2734,2020-01-02 21:33:00,1932,-4964.953364689417,Salary,Store B,Credit Card,City C,EUR,,0,2020-01-02 21:33:00
2735,2020-01-02 21:34:00,1686,-4723.702441915849,Salary,Store D,Cash,City A,USD,,0,2020-01-02 21:34:00
2736,2020-01-02 21:35:00,1996,3238.4051517119387,Rent,Store B,Debit Card,City D,USD,,0,2020-01-02 21:35:00
2737,2020-01-02 21:36:00,1203,-3005.37313166948,Entertainment,Store A,Debit Card,City B,EUR,Payment for service,0,2020-01-02 21:36:00
2738,2020-01-02 21:37:00,1164,-4392.307316037592,Groceries,Store A,Credit Card,City C,EUR,Refund,0,2020-01-02 21:37:00
2739,2020-01-02 21:38:00,1304,-2628.519267634978,Salary,Store B,Cash,City A,USD,Refund,0,2020-01-02 21:38:00
2740,2020-01-02 21:39:00,1496,-738.9984601913975,Utilities,Store A,Credit Card,City B,USD,,0,2020-01-02 21:39:00
2741,2020-01-02 21:40:00,1631,2305.6627043340486,Rent,Store D,Cash,City A,GBP,Refund,0,2020-01-02 21:40:00
2742,2020-01-02 21:41:00,1555,1243.3552655120548,Entertainment,Store A,Debit Card,City D,USD,,0,2020-01-02 21:41:00
2743,2020-01-02 21:42:00,1823,-2623.7878243957957,Entertainment,Store A,Debit Card,City A,EUR,,0,2020-01-02 21:42:00
2744,2020-01-02 21:43:00,1155,32.70448100584417,Utilities,Store C,Credit Card,City B,USD,,0,2020-01-02 21:43:00
2745,2020-01-02 21:44:00,1366,4262.141053985688,Utilities,Store C,Debit Card,City A,EUR,,0,2020-01-02 21:44:00
2746,2020-01-02 21:45:00,1718,3150.077769837577,Rent,Store D,Debit Card,City C,GBP,Gift,0,2020-01-02 21:45:00
2747,2020-01-02 21:46:00,1901,,Utilities,Store A,Cash,City D,USD,Gift,0,2020-01-02 21:46:00
2748,2020-01-02 21:47:00,1619,,Salary,Store C,Credit Card,City A,EUR,,1,2020-01-02 21:47:00
2749,2020-01-02 21:48:00,1250,2086.20400435131,Entertainment,Store B,Credit Card,City A,EUR,,0,2020-01-02 21:48:00
2750,2020-01-02 21:49:00,1956,-4375.506443332182,,Store B,Cash,City B,EUR,,0,2020-01-02 21:49:00
2751,2020-01-02 21:50:00,1915,-4648.392867113613,,Store A,Cash,City C,EUR,Gift,0,2020-01-02 21:50:00
2752,2020-01-02 21:51:00,1881,-3315.9205098997,Utilities,Store D,Credit Card,City C,GBP,,0,2020-01-02 21:51:00
2753,2020-01-02 21:52:00,1333,,Entertainment,Store A,Debit Card,City C,EUR,Payment for service,0,2020-01-02 21:52:00
2754,2020-01-02 21:53:00,1641,-3162.610741575721,Salary,Store C,Credit Card,City C,USD,,0,2020-01-02 21:53:00
2755,2020-01-02 21:54:00,1968,114.86769208833539,Utilities,Store A,Cash,City A,GBP,Payment for service,0,2020-01-02 21:54:00
2756,2020-01-02 21:55:00,1510,-4067.3987981916825,Salary,Store A,Credit Card,City C,EUR,,1,2020-01-02 21:55:00
2757,2020-01-02 21:56:00,1292,4208.86157830195,Groceries,Store B,Debit Card,City D,GBP,Payment for service,0,2020-01-02 21:56:00
2758,2020-01-02 21:57:00,1019,-1560.3938641643244,,,Credit Card,City C,USD,Payment for service,0,2020-01-02 21:57:00
2759,2020-01-02 21:58:00,1281,4081.3205656063074,Rent,,Credit Card,City B,GBP,Payment for service,0,2020-01-02 21:58:00
2760,2020-01-02 21:59:00,1796,4448.756419105443,Entertainment,Store D,Debit Card,City C,GBP,Payment for service,0,2020-01-02 21:59:00
2761,2020-01-02 22:00:00,1000,,Rent,Store D,Debit Card,City B,EUR,Refund,0,2020-01-02 22:00:00
2762,2020-01-02 22:01:00,1118,-358.64812801268,,,Debit Card,City D,EUR,Refund,0,2020-01-02 22:01:00
2763,2020-01-02 22:02:00,1034,-4753.439442931071,Entertainment,Store C,Debit Card,City C,EUR,,0,2020-01-02 22:02:00
2764,2020-01-02 22:03:00,1197,4086.9276630290587,Rent,Store A,Cash,City D,EUR,Gift,0,2020-01-02 22:03:00
2765,2020-01-02 22:04:00,1484,,Salary,Store A,Credit Card,City A,USD,,0,2020-01-02 22:04:00
2766,2020-01-02 22:05:00,1756,-4250.559873015032,Groceries,Store D,Credit Card,City C,USD,Refund,0,2020-01-02 22:05:00
2767,2020-01-02 22:06:00,1058,-3897.232717234331,Utilities,Store A,Credit Card,City D,GBP,Payment for service,0,2020-01-02 22:06:00
2768,2020-01-02 22:07:00,1836,-1164.9097550726096,Rent,Store A,Credit Card,City D,USD,Refund,0,2020-01-02 22:07:00
2769,2020-01-02 22:08:00,1160,4402.341928728894,,Store B,Credit Card,City B,EUR,Payment for service,0,2020-01-02 22:08:00
2770,2020-01-02 22:09:00,1690,1929.0915156808087,Entertainment,Store C,Cash,City D,USD,Gift,0,2020-01-02 22:09:00
2771,2020-01-02 22:10:00,1205,3676.188661891325,Salary,Store C,Cash,City D,GBP,Refund,0,2020-01-02 22:10:00
2772,2020-01-02 22:11:00,1011,-1335.4335366002033,Utilities,Store B,Credit Card,City C,USD,,0,2020-01-02 22:11:00
2773,2020-01-02 22:12:00,1489,-4567.863004500017,Rent,Store B,Credit Card,City A,GBP,,0,2020-01-02 22:12:00
2774,2020-01-02 22:13:00,1275,4743.176372044141,Salary,Store A,Credit Card,City D,GBP,Refund,0,2020-01-02 22:13:00
2775,2020-01-02 22:14:00,1692,-4828.270093376304,Utilities,Store C,Cash,City D,EUR,Refund,0,2020-01-02 22:14:00
2776,2020-01-02 22:15:00,1241,4476.51653081089,Entertainment,Store D,Credit Card,City B,GBP,,0,2020-01-02 22:15:00
2777,2020-01-02 22:16:00,1215,-1313.2257615085528,Rent,Store C,Debit Card,City A,GBP,Gift,0,2020-01-02 22:16:00
2778,2020-01-02 22:17:00,1250,-4899.095949781185,Entertainment,Store D,Cash,City D,EUR,,0,2020-01-02 22:17:00
2779,2020-01-02 22:18:00,1810,1891.5723172450826,Entertainment,Store B,Debit Card,City C,GBP,Refund,0,2020-01-02 22:18:00
2780,2020-01-02 22:19:00,1125,4805.403040313542,Rent,Store C,Debit Card,City C,USD,Refund,0,2020-01-02 22:19:00
2781,2020-01-02 22:20:00,1993,4656.2572283759255,Salary,Store B,Debit Card,City B,USD,,0,2020-01-02 22:20:00
2782,2020-01-02 22:21:00,1216,-3390.6298879758156,Salary,Store C,Cash,City A,USD,,0,2020-01-02 22:21:00
2783,2020-01-02 22:22:00,1305,-3187.5219393384505,Entertainment,Store D,Debit Card,City A,GBP,,0,2020-01-02 22:22:00
2784,2020-01-02 22:23:00,1796,655.3891461966014,Entertainment,Store B,Credit Card,City D,GBP,,0,2020-01-02 22:23:00
2785,2020-01-02 22:24:00,1184,1373.048264283244,Groceries,,Credit Card,City B,EUR,Refund,0,2020-01-02 22:24:00
2786,2020-01-02 22:25:00,1038,2394.179136658656,,Store C,Debit Card,City C,GBP,Payment for service,0,2020-01-02 22:25:00
2787,2020-01-02 22:26:00,1222,-3189.4963952785247,Entertainment,Store D,Cash,City D,GBP,,0,2020-01-02 22:26:00
2788,2020-01-02 22:27:00,1183,4590.070867644345,Entertainment,,Credit Card,City C,USD,Gift,0,2020-01-02 22:27:00
2789,2020-01-02 22:28:00,1494,1387.392562892379,Utilities,Store B,Cash,City A,USD,Gift,0,2020-01-02 22:28:00
2790,2020-01-02 22:29:00,1426,3470.4691887055487,,Store C,Credit Card,City B,GBP,Refund,0,2020-01-02 22:29:00
2791,2020-01-02 22:30:00,1177,400.657152841718,Salary,Store C,Cash,City A,EUR,,0,2020-01-02 22:30:00
2792,2020-01-02 22:31:00,1918,-857.2315241011738,Rent,Store A,Credit Card,City C,USD,,0,2020-01-02 22:31:00
2793,2020-01-02 22:32:00,1427,4771.82906594996,Utilities,Store A,Debit Card,City C,GBP,,0,2020-01-02 22:32:00
2794,2020-01-02 22:33:00,1293,821.213708198361,Utilities,Store B,Debit Card,City A,EUR,Refund,0,2020-01-02 22:33:00
2795,2020-01-02 22:34:00,1851,3668.73582799179,Groceries,Store A,Debit Card,City C,EUR,,0,2020-01-02 22:34:00
2796,2020-01-02 22:35:00,1150,4532.923963662899,Groceries,Store C,Cash,City D,GBP,Refund,0,2020-01-02 22:35:00
2797,2020-01-02 22:36:00,1383,1753.546270086592,Salary,,Debit Card,City D,USD,Payment for service,0,2020-01-02 22:36:00
2798,2020-01-02 22:37:00,1637,489.3867851867499,,Store C,Cash,City C,EUR,Gift,0,2020-01-02 22:37:00
2799,2020-01-02 22:38:00,1812,-4964.891490893494,Utilities,Store C,Credit Card,City D,EUR,Refund,0,2020-01-02 22:38:00
2800,2020-01-02 22:39:00,1307,-4599.80359260994,,Store A,Credit Card,City D,EUR,,0,2020-01-02 22:39:00
2801,2020-01-02 22:40:00,1335,-2991.4878394888365,Rent,Store A,Cash,City D,USD,,0,2020-01-02 22:40:00
2802,2020-01-02 22:41:00,1945,-3139.9156814400476,Groceries,,Debit Card,City D,GBP,Refund,0,2020-01-02 22:41:00
2803,2020-01-02 22:42:00,1745,,Rent,Store B,Cash,City B,EUR,Gift,0,2020-01-02 22:42:00
2804,2020-01-02 22:43:00,1891,-1950.653623023392,Groceries,Store A,Cash,City B,USD,Refund,0,2020-01-02 22:43:00
2805,2020-01-02 22:44:00,1374,-1399.3450644927175,Rent,Store B,Cash,City B,USD,Refund,0,2020-01-02 22:44:00
2806,2020-01-02 22:45:00,1007,-794.6230993112349,Groceries,Store A,Credit Card,City C,EUR,,0,2020-01-02 22:45:00
2807,2020-01-02 22:46:00,1340,-4011.336615439853,Groceries,Store D,Credit Card,City D,USD,,0,2020-01-02 22:46:00
2808,2020-01-02 22:47:00,1128,-4576.38068047218,Salary,Store A,Credit Card,City B,EUR,,0,2020-01-02 22:47:00
2809,2020-01-02 22:48:00,1775,1739.444490730234,Entertainment,Store C,Debit Card,City A,USD,Gift,0,2020-01-02 22:48:00
2810,2020-01-02 22:49:00,1668,373.34824843077695,Utilities,Store A,Credit Card,City D,GBP,,0,2020-01-02 22:49:00
2811,2020-01-02 22:50:00,1351,-558.5579777988032,Entertainment,Store B,Credit Card,City C,USD,,0,2020-01-02 22:50:00
2812,2020-01-02 22:51:00,1357,1344.3994116835238,Salary,Store C,Cash,City D,GBP,,0,2020-01-02 22:51:00
2813,2020-01-02 22:52:00,1516,3276.7940720354054,,Store A,Debit Card,City A,GBP,Refund,0,2020-01-02 22:52:00
2814,2020-01-02 22:53:00,1494,-723.0709088379535,Entertainment,Store C,Cash,City C,EUR,Refund,0,2020-01-02 22:53:00
2815,2020-01-02 22:54:00,1085,1411.1946505197939,Utilities,Store C,Cash,City A,USD,Payment for service,0,2020-01-02 22:54:00
2816,2020-01-02 22:55:00,1174,4535.722238351587,Utilities,Store C,Cash,City B,GBP,,0,2020-01-02 22:55:00
2817,2020-01-02 22:56:00,1801,3396.244958615607,,Store D,Cash,City D,EUR,Gift,0,2020-01-02 22:56:00
2818,2020-01-02 22:57:00,1192,-739.9918949759058,Utilities,Store B,Credit Card,City C,USD,Refund,0,2020-01-02 22:57:00
2819,2020-01-02 22:58:00,1310,1447.1683781474294,Salary,Store B,Debit Card,City C,GBP,Refund,0,2020-01-02 22:58:00
2820,2020-01-02 22:59:00,1118,-3229.2907808406026,Entertainment,Store A,Credit Card,City A,USD,Gift,0,2020-01-02 22:59:00
2821,2020-01-02 23:00:00,1217,605.2218489508987,Utilities,Store C,Cash,City C,USD,,0,2020-01-02 23:00:00
2822,2020-01-02 23:01:00,1426,,Entertainment,Store A,Credit Card,City A,EUR,Payment for service,0,2020-01-02 23:01:00
2823,2020-01-02 23:02:00,1969,183.15115202522247,Groceries,Store B,Debit Card,City B,EUR,Gift,0,2020-01-02 23:02:00
2824,2020-01-02 23:03:00,1413,4276.382991901473,Entertainment,Store C,Credit Card,City A,EUR,Payment for service,0,2020-01-02 23:03:00
2825,2020-01-02 23:04:00,1113,,Rent,,Credit Card,City A,USD,Payment for service,0,2020-01-02 23:04:00
2826,2020-01-02 23:05:00,1977,4988.448271846311,Salary,Store C,Debit Card,City C,GBP,Refund,0,2020-01-02 23:05:00
2827,2020-01-02 23:06:00,1144,792.2003522755786,Utilities,Store C,Cash,City B,USD,,0,2020-01-02 23:06:00
2828,2020-01-02 23:07:00,1537,-4577.310057640654,Salary,Store D,Cash,City B,USD,Payment for service,0,2020-01-02 23:07:00
2829,2020-01-02 23:08:00,1647,867.5479669138804,Entertainment,Store C,Cash,City B,EUR,Gift,0,2020-01-02 23:08:00
2830,2020-01-02 23:09:00,1302,-2254.2730432040335,Utilities,,Debit Card,City B,USD,,0,2020-01-02 23:09:00
2831,2020-01-02 23:10:00,1743,-4675.186779641053,Salary,,Credit Card,City C,GBP,,0,2020-01-02 23:10:00
2832,2020-01-02 23:11:00,1880,3208.5330469466335,Rent,Store B,Cash,City C,EUR,,0,2020-01-02 23:11:00
2833,2020-01-02 23:12:00,1587,-2242.703630192441,Groceries,,Debit Card,City C,USD,Gift,0,2020-01-02 23:12:00
2834,2020-01-02 23:13:00,1986,2965.485540464985,Groceries,,Debit Card,City B,GBP,,0,2020-01-02 23:13:00
2835,2020-01-02 23:14:00,1839,-2117.8241704413304,,Store A,Debit Card,City A,USD,,1,2020-01-02 23:14:00
2836,2020-01-02 23:15:00,1344,-3056.736461262257,Groceries,Store D,Cash,City B,EUR,,0,2020-01-02 23:15:00
2837,2020-01-02 23:16:00,1813,4739.355741044274,Rent,Store D,Debit Card,City B,USD,Refund,0,2020-01-02 23:16:00
2838,2020-01-02 23:17:00,1963,-1383.5467224498043,Entertainment,Store A,Cash,City B,GBP,,0,2020-01-02 23:17:00
2839,2020-01-02 23:18:00,1800,1013.7621144316045,,Store A,Credit Card,City A,USD,Payment for service,0,2020-01-02 23:18:00
2840,2020-01-02 23:19:00,1000,1099.8149281447159,Groceries,,Debit Card,City D,GBP,Refund,0,2020-01-02 23:19:00
2841,2020-01-02 23:20:00,1146,,Entertainment,,Debit Card,City A,USD,Payment for service,0,2020-01-02 23:20:00
2842,2020-01-02 23:21:00,1286,4146.957435212147,Rent,Store C,Cash,City D,GBP,,0,2020-01-02 23:21:00
2843,2020-01-02 23:22:00,1975,1744.4107136686853,Rent,Store D,Cash,City C,USD,Refund,0,2020-01-02 23:22:00
2844,2020-01-02 23:23:00,1653,-962.6699589506984,,Store A,Cash,City D,USD,Gift,0,2020-01-02 23:23:00
2845,2020-01-02 23:24:00,1052,3623.803845242741,Utilities,Store A,Credit Card,City B,USD,Gift,1,2020-01-02 23:24:00
2846,2020-01-02 23:25:00,1303,-3189.371008840356,Groceries,Store B,Cash,City B,GBP,Gift,0,2020-01-02 23:25:00
2847,2020-01-02 23:26:00,1068,442.367576104175,Utilities,Store D,Debit Card,City D,USD,Refund,0,2020-01-02 23:26:00
2848,2020-01-02 23:27:00,1360,4505.503719437564,Entertainment,Store C,Credit Card,City B,USD,,0,2020-01-02 23:27:00
2849,2020-01-02 23:28:00,1601,1253.9762988041266,Entertainment,Store A,Cash,City D,EUR,,0,2020-01-02 23:28:00
2850,2020-01-02 23:29:00,1957,3169.6845047487623,Salary,Store C,Cash,City B,USD,Refund,0,2020-01-02 23:29:00
2851,2020-01-02 23:30:00,1219,1535.6072554519287,Salary,Store B,Debit Card,City C,USD,Refund,0,2020-01-02 23:30:00
2852,2020-01-02 23:31:00,1961,3393.7086353789036,Entertainment,Store A,Debit Card,City A,GBP,,0,2020-01-02 23:31:00
2853,2020-01-02 23:32:00,1703,4444.878798452437,Salary,Store C,Cash,City C,EUR,,0,2020-01-02 23:32:00
2854,2020-01-02 23:33:00,1965,-2270.782724672632,Rent,Store C,Credit Card,City C,EUR,Refund,0,2020-01-02 23:33:00
2855,2020-01-02 23:34:00,1574,-3303.3891874328115,Utilities,Store D,Cash,City D,EUR,Gift,0,2020-01-02 23:34:00
2856,2020-01-02 23:35:00,1584,-160.09249667460062,Entertainment,Store C,Credit Card,City C,EUR,,0,2020-01-02 23:35:00
2857,2020-01-02 23:36:00,1160,2018.624268242159,Rent,Store C,Debit Card,City A,GBP,Gift,0,2020-01-02 23:36:00
2858,2020-01-02 23:37:00,1680,-2728.0874681778387,,,Debit Card,City D,USD,Payment for service,0,2020-01-02 23:37:00
2859,2020-01-02 23:38:00,1088,-4958.985495698329,Groceries,Store C,Credit Card,City C,USD,Payment for service,0,2020-01-02 23:38:00
2860,2020-01-02 23:39:00,1687,-1570.6488416329466,Salary,Store B,Credit Card,City B,GBP,Payment for service,0,2020-01-02 23:39:00
